Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,lat,lon,Month,month_sin,month_cos,PVOUT_avg_daily,PVOUT_annual_avg_daily,GHI_annual_avg_daily,DNI_annual_avg_daily,TEMP_annual_avg,SolarOutput_kWh_per_kWp
2015-01-21,Albury,18.1,28.8,8.4,,,SE,35.0,SSE,ESE,6.0,11.0,75.0,49.0,1009.8,1009.2,7.0,6.0,20.7,26.8,Yes,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.3242809534072877
2015-01-22,Albury,17.7,33.7,0.0,,,NE,24.0,SE,NNE,7.0,9.0,64.0,37.0,1012.7,1008.2,,1.0,24.0,31.6,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.918043756484985
2015-01-23,Albury,20.2,36.0,0.0,,,SW,63.0,E,N,13.0,13.0,56.0,33.0,1007.6,1002.8,2.0,8.0,26.2,34.4,No,Yes,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.0316708087921143
2015-01-24,Albury,20.1,30.8,15.8,,,WNW,28.0,,NNW,0.0,13.0,76.0,46.0,1005.4,1002.8,8.0,8.0,24.3,29.0,Yes,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.6168910980224611
2015-01-27,Albury,15.4,28.9,0.0,,,SE,43.0,SE,SW,19.0,9.0,56.0,42.0,1012.4,1009.0,8.0,,19.3,27.1,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.6168910980224611
2015-01-28,Albury,16.6,27.5,0.0,,,SSE,50.0,SE,SE,22.0,24.0,53.0,34.0,1013.9,1012.2,3.0,2.0,20.7,26.2,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.210653901100159
2015-01-29,Albury,14.0,25.0,0.0,,,SE,46.0,SE,ESE,15.0,15.0,48.0,31.0,1016.2,1012.8,,2.0,17.8,23.9,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.446450519561767
2015-01-30,Albury,9.2,24.0,0.0,,,ESE,33.0,SSW,SSE,9.0,19.0,49.0,37.0,1012.8,1009.7,,7.0,16.3,22.5,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.088484334945679
2015-01-31,Albury,10.5,26.8,0.0,,,WSW,31.0,SSW,WNW,6.0,2.0,59.0,36.0,1009.4,1006.9,,5.0,16.4,24.8,No,No,-36.0737734,146.9135265,1,0.49999999999999994,0.8660254037844387,5.389636993408203,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.0316708087921143
2015-02-01,Albury,13.8,28.5,0.0,,,SE,43.0,SSE,S,11.0,11.0,62.0,34.0,1009.4,1007.6,8.0,,19.1,27.5,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5605016231536868
2015-02-03,Albury,13.6,29.8,0.0,,,WSW,33.0,ESE,W,7.0,11.0,54.0,36.0,1020.2,1016.1,,1.0,20.2,28.2,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.746525770425796
2015-02-04,Albury,15.2,29.5,0.0,,,SE,37.0,SSE,ESE,19.0,13.0,42.0,34.0,1014.4,1012.2,,8.0,20.4,27.3,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5605016231536868
2015-02-08,Albury,19.6,38.8,0.2,,,NW,41.0,E,S,4.0,9.0,74.0,21.0,1018.7,1014.9,8.0,3.0,22.3,36.2,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.698367390036583
2015-02-09,Albury,20.4,36.1,0.0,,,NE,31.0,SE,NNW,19.0,17.0,53.0,23.0,1019.9,1017.2,,1.0,23.7,34.8,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.746525770425796
2015-02-10,Albury,18.3,34.0,0.0,,,ENE,30.0,ESE,E,6.0,15.0,54.0,35.0,1021.8,1018.7,,6.0,23.9,31.8,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.470794236660004
2015-02-14,Albury,19.3,24.7,0.2,,,NNE,31.0,ENE,E,9.0,9.0,63.0,96.0,1019.6,1018.0,8.0,7.0,22.4,19.9,No,Yes,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7880747765302658
2015-02-15,Albury,16.9,30.9,10.6,,,SW,24.0,SE,S,11.0,9.0,86.0,43.0,1016.5,1014.1,1.0,1.0,20.2,29.7,Yes,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.746525770425796
2015-02-16,Albury,19.7,34.9,0.0,,,NNE,41.0,S,N,6.0,9.0,73.0,31.0,1015.4,1012.2,2.0,,22.6,33.5,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.291379463672638
2015-02-17,Albury,20.5,33.9,0.0,,,NNE,37.0,SE,NW,9.0,20.0,66.0,27.0,1014.1,1012.4,,8.0,25.2,32.6,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5605016231536868
2015-02-18,Albury,19.7,28.2,0.0,,,NE,50.0,SSE,SE,9.0,17.0,76.0,53.0,1018.2,1016.4,7.0,8.0,20.8,26.8,No,Yes,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7880747765302658
2015-02-19,Albury,18.0,33.1,6.0,,,N,35.0,E,N,7.0,20.0,79.0,36.0,1018.6,1015.0,,3.0,22.2,31.5,Yes,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.8362331569194796
2015-02-20,Albury,19.0,33.3,0.2,,,S,30.0,ESE,SSW,7.0,11.0,67.0,29.0,1016.6,1013.4,,1.0,23.7,32.3,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.746525770425796
2015-02-23,Albury,18.4,35.9,0.0,,,W,50.0,SSE,NE,6.0,9.0,65.0,33.0,1014.6,1010.0,,1.0,23.8,33.8,No,Yes,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.746525770425796
2015-02-24,Albury,17.5,29.5,8.0,,,NW,39.0,SSE,S,9.0,11.0,74.0,49.0,1014.4,1013.0,,8.0,21.8,27.7,Yes,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5605016231536868
2015-02-25,Albury,17.6,30.3,0.2,,,SE,24.0,SSE,NNE,7.0,9.0,60.0,44.0,1014.3,1010.8,1.0,5.0,21.6,28.9,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.8362331569194796
2015-02-26,Albury,18.0,29.8,0.0,,,WNW,24.0,SSE,ESE,9.0,11.0,71.0,50.0,1009.4,1007.1,7.0,,20.1,27.3,No,No,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.0156479299068453
2015-02-28,Albury,18.1,35.1,0.0,,,NW,37.0,SSE,WNW,9.0,20.0,65.0,16.0,1008.4,1004.9,8.0,3.0,20.7,34.3,No,Yes,-36.0737734,146.9135265,2,0.8660254037844386,0.5000000000000001,5.201672077178955,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.698367390036583
2015-03-01,Albury,19.3,28.6,1.4,,,WNW,39.0,W,W,19.0,26.0,94.0,29.0,1007.5,1008.8,8.0,,19.4,27.0,Yes,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5038610935211183
2015-03-02,Albury,12.1,28.6,0.2,,,SSE,43.0,SE,S,15.0,11.0,54.0,27.0,1017.4,1013.4,,7.0,16.6,28.3,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.9424872457981113
2015-03-03,Albury,16.5,32.0,0.0,,,WNW,30.0,SSE,WSW,6.0,15.0,59.0,33.0,1014.5,1011.9,8.0,5.0,19.8,30.2,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.1618003219366075
2015-03-06,Albury,11.2,22.3,0.0,,,WNW,43.0,WSW,WNW,15.0,7.0,55.0,49.0,1011.5,1010.0,8.0,8.0,14.7,20.0,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5038610935211183
2015-03-07,Albury,10.0,25.2,0.0,,,W,30.0,SE,NW,2.0,15.0,74.0,48.0,1012.6,1010.3,,8.0,15.0,22.3,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5038610935211183
2015-03-08,Albury,11.3,30.3,0.0,,,WNW,33.0,,W,0.0,19.0,70.0,27.0,1013.0,1009.5,1.0,,16.2,28.8,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.574244159460068
2015-03-14,Albury,10.2,29.0,0.0,,,WNW,30.0,ESE,SSW,7.0,11.0,68.0,36.0,1019.5,1013.3,,4.0,15.3,27.5,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.2583657026290895
2015-03-17,Albury,14.5,29.6,0.0,,,ENE,33.0,ENE,N,4.0,19.0,63.0,27.0,1011.3,1007.0,8.0,7.0,16.8,28.0,No,Yes,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7231741696596146
2015-03-18,Albury,16.6,28.3,2.8,,,W,41.0,SW,W,9.0,22.0,78.0,40.0,1004.9,1004.6,,1.0,20.1,27.6,Yes,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.574244159460068
2015-03-20,Albury,16.6,26.8,0.0,,,WNW,43.0,WNW,W,24.0,22.0,57.0,31.0,1013.3,1014.2,3.0,,18.7,25.7,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.6969918549060825
2015-03-22,Albury,10.8,30.7,0.0,,,NNW,50.0,SSE,NNW,6.0,15.0,61.0,30.0,1022.7,1017.7,,1.0,16.4,29.0,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.574244159460068
2015-03-23,Albury,16.4,31.9,0.0,,,WSW,46.0,SSE,NW,9.0,20.0,61.0,35.0,1013.7,1008.6,5.0,7.0,22.0,30.0,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.381113398075104
2015-03-24,Albury,14.5,25.1,0.4,,,WNW,37.0,NNW,WNW,11.0,24.0,75.0,33.0,1012.2,1010.8,2.0,1.0,16.1,24.0,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,4.3549310833215715
2015-03-25,Albury,7.9,24.6,0.0,,,N,52.0,ENE,NNE,6.0,6.0,70.0,34.0,1017.3,1014.5,,5.0,13.1,24.0,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.8197395503520966
2015-03-26,Albury,7.8,19.4,0.0,,,WNW,46.0,NW,W,13.0,22.0,58.0,33.0,1019.2,1019.2,8.0,2.0,12.9,18.4,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.8197395503520966
2015-03-27,Albury,10.3,20.9,0.0,,,SW,41.0,WNW,WSW,19.0,19.0,72.0,40.0,1023.0,1021.0,,8.0,12.2,19.1,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.5038610935211183
2015-03-30,Albury,8.6,28.2,0.0,,,WNW,26.0,NE,WSW,7.0,11.0,70.0,26.0,1025.1,1022.0,7.0,,12.5,26.3,No,No,-36.0737734,146.9135265,3,1.0,6.123233995736766e-17,5.0128703117370605,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.9424872457981113
2015-04-01,Albury,10.4,29.1,0.0,,,N,33.0,,NNE,0.0,17.0,61.0,35.0,1023.1,1017.7,,2.0,15.1,27.4,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.6966184258460997
2015-04-02,Albury,15.1,26.4,0.0,,,WNW,37.0,NE,WNW,6.0,26.0,57.0,23.0,1016.7,1016.7,8.0,6.0,21.3,24.2,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7362904727458957
2015-04-04,Albury,11.5,23.8,0.0,,,E,30.0,SSE,NNE,6.0,11.0,57.0,51.0,1019.8,1016.3,7.0,8.0,16.3,22.6,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.540257677435875
2015-04-05,Albury,15.5,24.3,0.6,,,WSW,28.0,,W,0.0,11.0,85.0,42.0,1012.7,1007.5,8.0,,17.9,23.7,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-06,Albury,10.8,21.1,0.0,,,S,26.0,E,SE,6.0,9.0,68.0,44.0,1007.3,1005.0,7.0,6.0,15.6,19.7,No,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.932323268055916
2015-04-07,Albury,11.8,19.9,8.8,,,SW,37.0,S,W,6.0,19.0,83.0,60.0,1008.3,1006.8,7.0,8.0,14.2,18.0,Yes,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.540257677435875
2015-04-08,Albury,10.9,22.3,4.0,,,SSE,37.0,W,E,15.0,9.0,63.0,30.0,1017.2,1018.3,6.0,,14.6,21.8,Yes,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.1283560633659366
2015-04-11,Albury,8.2,23.7,0.0,,,W,19.0,SE,WSW,4.0,4.0,66.0,42.0,1023.7,1018.8,4.0,1.0,16.0,22.2,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.5005856305360794
2015-04-12,Albury,11.8,26.5,0.0,,,W,31.0,E,NW,2.0,17.0,67.0,31.0,1020.1,1017.1,7.0,,16.3,25.7,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7362904727458957
2015-04-14,Albury,10.3,21.8,0.0,,,SSE,24.0,E,SSE,6.0,19.0,77.0,53.0,1022.3,1019.6,7.0,8.0,14.1,21.0,No,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.540257677435875
2015-04-15,Albury,12.7,24.2,3.0,,,ENE,39.0,ENE,SE,9.0,13.0,85.0,62.0,1022.1,1019.3,8.0,6.0,16.1,22.5,Yes,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.7362904727458957
2015-04-17,Albury,15.1,17.7,0.2,,,ENE,19.0,ENE,SE,9.0,6.0,82.0,98.0,1023.8,1019.1,8.0,8.0,15.8,15.4,No,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-18,Albury,15.2,19.9,35.8,,,WNW,35.0,NNE,WNW,9.0,13.0,94.0,98.0,1015.9,1012.3,8.0,8.0,17.5,17.2,Yes,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-19,Albury,9.9,17.4,15.8,,,SSE,35.0,W,ESE,20.0,17.0,71.0,49.0,1021.1,1023.1,3.0,7.0,12.6,15.8,Yes,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.520421653985977
2015-04-22,Albury,5.9,23.1,0.0,,,SSE,44.0,W,SSE,9.0,22.0,63.0,44.0,1020.8,1017.2,,8.0,15.8,21.4,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-23,Albury,12.7,24.0,0.2,,,SE,30.0,N,S,6.0,9.0,83.0,53.0,1014.6,1009.9,8.0,8.0,15.2,23.1,No,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-24,Albury,15.2,20.0,3.6,,,N,26.0,N,NW,7.0,17.0,94.0,56.0,1007.2,1005.3,8.0,8.0,16.0,19.4,Yes,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3442248821258547
2015-04-25,Albury,10.0,16.0,7.0,,,SSE,26.0,S,SE,7.0,15.0,97.0,71.0,1008.1,1006.8,8.0,5.0,12.8,15.7,Yes,Yes,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.932323268055916
2015-04-26,Albury,7.1,19.7,2.6,,,W,37.0,NE,WNW,4.0,24.0,100.0,48.0,1014.1,1013.7,8.0,5.0,9.2,18.9,Yes,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.932323268055916
2015-04-27,Albury,5.8,17.8,0.2,,,WSW,28.0,ESE,NNW,9.0,7.0,78.0,47.0,1022.1,1020.7,1.0,5.0,11.2,16.4,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,3.304552835226059
2015-04-30,Albury,4.7,20.9,0.0,,,SE,22.0,,SE,0.0,13.0,74.0,42.0,1031.2,1027.2,4.0,,11.4,20.0,No,No,-36.0737734,146.9135265,4,0.8660254037844387,-0.4999999999999998,4.480749607086182,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,2.912487244606018
2015-05-02,Albury,7.7,20.7,0.0,,,S,11.0,,SSE,0.0,7.0,84.0,60.0,1022.5,1017.6,,7.0,11.7,20.1,No,No,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3783647239208223
2015-05-05,Albury,5.5,20.5,0.0,,,NW,65.0,SSE,WNW,6.0,35.0,86.0,36.0,1005.9,1005.2,8.0,8.0,11.9,17.6,No,No,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.0671210765838626
2015-05-06,Albury,2.7,15.5,0.0,,,WNW,41.0,W,WNW,13.0,19.0,73.0,55.0,1017.9,1017.0,,7.0,9.1,14.3,No,No,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3783647239208223
2015-05-07,Albury,6.7,14.7,0.2,,,W,35.0,WNW,WNW,19.0,19.0,84.0,58.0,1021.1,1019.3,8.0,6.0,9.7,13.2,No,No,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.3783647239208223
2015-05-08,Albury,6.1,13.8,0.0,,,W,28.0,NNW,NW,9.0,11.0,74.0,62.0,1022.6,1020.0,8.0,8.0,10.1,13.0,No,No,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.0671210765838626
2015-05-09,Albury,9.9,15.4,0.8,,,NW,39.0,NW,WNW,15.0,24.0,91.0,71.0,1018.6,1015.9,8.0,8.0,11.8,14.2,No,Yes,-36.0737734,146.9135265,5,0.49999999999999994,-0.8660254037844387,3.557070255279541,4.451210975646973,4.819196224212647,5.74550724029541,15.253625869750977,1.0671210765838626
